,기업명,종목코드,현재주가,상장주식수,PER,PBR,배당수익률 (%),당좌비율 (%),매출액 (억),영업이익 (억),시가총액 (억),PSR,POR,ROE
74,민앤지,214180,24950.0,11886628.0,27.24,4.3,0.9,195.13,407.0,159.0,2965.713686,7.286765813267813,18.652287333333334,15.7856093979442
75,유테크,178780,3660.0,11054469.0,-3.26,1.39,,190.99,284.0,103.0,404.5935654,1.4246252302816902,3.928092867961165,-42.63803680981595
76,에스엔텍,160600,7650.0,11607790.0,153.0,2.67,,242.36,667.0,2.0,887.995935,1.3313282383808096,443.9979675,1.7450980392156863
77,켐온,217600,1635.0,63085340.0,54.5,3.8,,639.15,154.0,21.0,1031.445309,6.697696811688312,49.11644328571428,6.9724770642201825
78,코아스템,166480,15400.0,15717440.0,-145.28,3.63,,,180.0,16.0,2420.48576,13.447143111111112,151.28036,-2.498623348017621
79,세미콘라이트,214310,1305.0,45626000.0,-4.44,1.92,,88.07,593.0,83.0,595.4193,1.0040797639123102,7.173726506024097,-43.24324324324324
80,베셀,177350,6920.0,11192368.0,18.26,1.83,1.45,216.93,440.0,22.0,774.5118656,1.7602542399999999,35.2050848,10.021905805038335
81,넵튠,217270,15750.0,19040402.0,-76.46,6.88,,243.08,183.0,31.0,2998.863315,16.387231229508195,96.73752629032258,-8.998168977243004
82,미래생명자원,218150,3935.0,17101428.0,39.75,4.12,,231.26,412.0,26.0,672.9411918,1.6333524072815533,25.88235353076923,10.364779874213836
83,싸이맥스,160980,16650.0,10576294.0,22.97,2.53,0.93,192.06,732.0,74.0,1760.952951,2.4056734303278686,23.7966615,11.014366565084893
84,하이제3호스팩,217500,2030.0,4750000.0,,,,,,,96.425,,,
85,엔에이치스팩7호,217810,2030.0,4830000.0,,,,,,,98.049,,,
86,픽셀플러스,87600,9880.0,8166558.0,-11.88,0.71,1.01,,734.0,74.0,806.8559304,1.099258760762943,10.903458518918919,-5.976430976430976
87,디딤,217620,2090.0,35201905.0,3.72,1.17,,36.22,690.0,55.0,735.7198145,1.0662606007246376,13.3767239,31.4516129032258
88,제노포커스,187420,22800.0,9068953.0,131.03,3.93,,,70.0,13.0,2067.721284,29.53887548571429,159.0554833846154,2.999313134396703
89,우정비에스씨,215380,2290.0,21697443.0,38.17,4.51,,242.04,215.0,7.0,496.8714447,2.3110299753488373,70.98163495714286,11.815561959654177
90,토박스코리아,215480,1915.0,36252487.0,20.59,6.77,,225.87,238.0,41.0,694.23512605,2.916954311134454,16.93256405,32.88003885381253
91,이노인스트루먼트,215790,2440.0,99915748.0,11.62,5.73,,151.73,884.0,245.0,2437.9442512,2.7578554877828054,9.950792862040817,49.311531841652325
92,우리산업,215360,33750.0,9132163.0,23.42,4.6,0.15,58.06,2588.0,160.0,3082.1050125,1.1909215658809893,19.263156328125,19.641332194705377
93,메가스터디교육,215200,74900.0,2324376.0,55.2,1.01,1.34,46.55,1745.0,35.0,1740.957624,0.9976834521489971,49.7416464,1.8297101449275364
94,유진에이씨피씨스팩2호,215090,2005.0,5500000.0,,,,,,,110.275,,,
95,로보로보,215100,3775.0,16448454.0,30.2,4.29,0.13,470.96,124.0,17.0,620.9291385,5.007493052419355,36.52524344117647,14.205298013245033
96,디알텍,214680,1990.0,41325206.0,-165.83,2.94,,206.21,366.0,24.0,822.3715994,2.246916938251366,34.26548330833334,-1.7728999577880962
97,유지인트,195990,1315.0,73788645.0,,0.88,0.71,167.25,495.0,10.0,970.32068175,1.9602438015151513,97.03206817499999,
98,골프존,215000,46200.0,6275415.0,7.94,2.4,3.46,136.62,2170.0,454.0,2899.24173,1.3360560967741937,6.385995,30.226700251889167
99,클래시스,214150,6320.0,60473077.0,54.02,23.41,,261.05,272.0,83.0,3821.8984664,14.051097302941177,46.04696947469879,43.33580155497964
100,퓨쳐스트림네트웍스,214270,1900.0,53571526.0,-12.5,3.85,,517.01,325.0,16.0,1017.858994,3.1318738276923077,63.616187125,-30.8
101,포시에스,189690,6220.0,7168563.0,21.45,1.0,1.53,,128.0,20.0,445.8846186,3.4834735828125,22.29423093,4.662004662004662
102,덕산네오룩스,213420,23750.0,24010012.0,121.79,5.25,,773.18,423.0,39.0,5702.37785,13.480798699763593,146.21481666666665,4.3106987437392235
103,국일신동,60480,2975.0,11090000.0,85.0,0.78,1.68,561.06,277.0,7.0,329.9275,1.1910740072202166,47.1325,0.9176470588235295
104,바디텍메드,206640,19400.0,23301287.0,35.66,5.94,0.47,274.88,550.0,124.0,4520.449678,8.218999414545454,36.455239338709674,16.657319125070106
105,썸에이지,208640,3245.0,76020529.0,-33.45,6.9,,,61.0,15.0,2466.86616605,40.44042895163935,164.45774440333335,-20.627802690582957
106,와이제이엠게임즈,193250,3260.0,45636595.0,-120.74,1.69,0.31,940.6,440.0,23.0,1487.752997,3.3812568113636363,64.68491291304348,-1.399701838661587
107,화이브라더스코리아,204630,3535.0,28613475.0,-141.4,2.23,,963.51,291.0,6.0,1011.48634125,3.4758980798969072,168.581056875,-1.577086280056577
108,하이셈,200470,2755.0,17553680.0,-13.12,1.2,,237.16,159.0,34.0,483.603884,3.04153386163522,14.223643647058823,-9.146341463414634
109,휴메딕스,200670,45850.0,8918052.0,41.72,3.86,1.02,917.16,471.0,128.0,4088.926842,8.681373337579618,31.944740953125,9.25215723873442
110,바이오로그디바이스,208710,2745.0,27402512.0,11.25,2.04,,164.27,686.0,78.0,752.1989544,1.0964999335276968,9.64357633846154,18.133333333333333
111,서전기전,189860,6910.0,4849390.0,24.16,1.07,1.59,209.03,502.0,20.0,335.092849,0.6675156354581673,16.75464245,4.428807947019868
112,아스트,67390,22900.0,14739239.0,44.73,4.33,,86.22,879.0,73.0,3375.285731,3.8399155073947666,46.23679083561644,9.680304046501229
113,오킨스전자,80580,4135.0,6200000.0,-2.63,1.04,,101.0,251.0,92.0,256.37,1.021394422310757,2.7866304347826087,-39.54372623574145
114,지란지교시큐리티,208350,3050.0,34847795.0,-51.69,4.75,0.56,567.24,199.0,28.0,1062.8577475,5.340993706030151,37.95920526785714,-9.18939833623525
115,NEW,160550,9840.0,27406106.0,61.5,1.99,,273.97,1257.0,66.0,2696.7608304,2.1453944553699285,40.86001258181818,3.2357723577235773
116,아이티센,124500,3060.0,15278232.0,-4.8,1.76,,87.82,2737.0,38.0,467.5138992,0.17081253167701865,12.302997347368422,-36.66666666666667
117,녹십자엠에스,142280,13600.0,9560000.0,-68.69,4.84,,103.24,862.0,19.0,1300.16,1.5083062645011602,68.42947368421054,-7.046149366720046
118,디티앤씨,187220,8860.0,9854054.0,36.61,1.24,,225.72,404.0,31.0,873.0691844,2.1610623376237625,28.163522077419355,3.387052717836657
119,셀바스헬스케어,208370,6520.0,13147071.0,-5.32,3.06,,253.09,231.0,67.0,857.1890292,3.710775018181818,12.793866107462687,-57.5187969924812
120,정다운,208140,3690.0,20529824.0,-67.09,2.56,,97.44,578.0,33.0,757.5505056,1.310641013148789,22.956075927272725,-3.815769861380235
121,하이로닉,149980,6120.0,14094745.0,120.0,1.92,0.16,,155.0,3.0,862.598394,5.565150929032258,287.532798,1.6
122,랩지노믹스,84650,11750.0,8628439.0,138.24,3.99,,302.43,241.0,2.0,1013.8415825,4.206811545643153,506.92079125,2.886284722222222
123,에이디테크놀로지,200710,11050.0,9004497.0,-22.14,2.57,2.26,435.39,227.0,35.0,994.9969185,4.3832463370044055,28.428483385714287,-11.60794941282746
124,비씨월드제약,200780,25700.0,7309357.0,31.89,2.7,0.32,177.6,457.0,69.0,1878.504749,4.110513673960613,27.224706507246378,8.466603951081844
125,미스터블루,207760,3700.0,24160954.0,21.89,3.35,0.68,179.55,240.0,47.0,893.955298,3.7248137416666665,19.020325489361703,15.303791685701235
126,알테오젠,196170,24850.0,12610330.0,-83.39,6.85,,,68.0,54.0,3133.667005,46.08333830882353,58.03087046296296,-8.214414198345125
127,엔터메이트,206400,2010.0,41111024.0,-10.63,4.35,,669.9,203.0,41.0,826.3315824,4.070598928078818,20.15442883902439,-40.92191909689557
128,SKC코오롱PI,178920,46300.0,29366322.0,64.85,5.95,0.97,230.84,1531.0,323.0,13596.607086,8.880866809928152,42.09475878018576,9.175019275250579
129,대창스틸,140520,4175.0,20000000.0,-21.09,0.71,3.02,56.2,3027.0,14.0,835.0,0.2758506772381896,59.642857142857146,-3.366524419155998
130,에프엔씨엔터,173940,7450.0,14364880.0,-27.19,1.36,5.37,344.35,914.0,25.0,1070.18356,1.1708791684901532,42.807342399999996,-5.001838911364472
131,휴마시스,205470,2305.0,26357049.0,192.08,4.85,,122.14,89.0,1.0,607.52997945,6.826179544382023,607.52997945,2.524989587671803
132,텔콘,200230,15000.0,72707982.0,-300.0,13.05,,144.13,298.0,71.0,10906.1973,36.59797751677852,153.60841267605633,-4.3500000000000005
133,파티게임즈,194510,10350.0,24229954.0,-6.02,2.63,,219.08,314.0,86.0,2507.800239,7.986624964968153,29.160467895348837,-43.68770764119601
134,지엘팜텍,204840,5000.0,31718713.0,-27.62,17.61,,317.88,46.0,28.0,1585.93565,34.47686195652174,56.64055892857142,-63.75814627081824
135,글로벌텍스프리,204620,1735.0,95605506.0,61.96,3.31,,324.44,412.0,78.0,1658.7555291,4.02610565315534,21.26609652692308,5.342156229825694
136,디에이테크놀로지,196490,12800.0,6603686.0,19.39,2.14,0.78,336.15,749.0,30.0,845.271808,1.1285337890520695,28.175726933333333,11.036616812790099
137,액션스퀘어,205500,9300.0,24939426.0,-26.27,9.79,,,40.0,114.0,2319.366618,57.98416545,20.345321210526315,-37.26684430909783
138,엑셈,205100,4675.0,33249362.0,57.72,4.82,,323.63,275.0,14.0,1554.4076735,5.65239154,111.02911953571429,8.350658350658351
139,테고사이언스,191420,134000.0,3935434.0,644.23,19.1,,,83.0,23.0,5273.48156,63.53592240963856,229.28180695652173,2.9647796594383995
140,슈피겐코리아,192440,45600.0,6216363.0,7.35,1.46,0.96,653.28,1793.0,435.0,2834.661528,1.5809601383156722,6.516463282758621,19.86394557823129
141,테라셈,182690,1970.0,13966340.0,-6.27,1.62,2.54,923.26,175.0,43.0,275.136898,1.5722108457142856,6.398532511627907,-25.837320574162682
142,영우디에스피,143540,5170.0,12184466.0,5.24,1.59,,136.57,1462.0,98.0,629.9368922,0.43087338727770175,6.427927471428571,30.343511450381676
143,드림시큐리티,203650,5920.0,34829754.0,58.04,20.48,,117.48,206.0,36.0,2061.9214368,10.009327363106795,57.27559546666666,35.28600964851826
144,메디아나,41920,10500.0,8650496.0,11.41,2.11,,248.52,534.0,86.0,908.30208,1.7009402247191012,10.561652093023257,18.492550394390882
145,데브시스터즈,194480,14000.0,11152510.0,-15.68,0.94,,,152.0,121.0,1561.3514,10.272048684210526,12.903730578512397,-5.994897959183673
146,프로스테믹스,203690,8880.0,45165630.0,90.61,8.94,,,142.0,41.0,4010.707944,28.24442214084507,97.82214497560976,9.866460655556782
147,감마누,192410,7160.0,24435800.0,-31.13,3.81,,375.36,153.0,52.0,1749.60328,11.435315555555556,33.64621692307692,-12.238997751365243
148,고려시멘트,198440,1630.0,30479960.0,6.15,0.78,,182.25,891.0,89.0,496.823348,0.5576019618406285,5.5822848089887644,12.682926829268293
149,신화콘텍,187270,5290.0,9948613.0,123.02,1.23,,105.31,352.0,9.0,526.2816277,1.4951182605113635,58.47573641111111,0.9998374248089742
0,파버나인,177830,5480.0,10711272.0,16.76,1.11,,57.87,770.0,33.0,586.9777056,0.7623087085714286,17.7872032,6.62291169451074
1,덕신하우징,90410,1590.0,40060000.0,-5.23,1.12,,70.64,1216.0,106.0,636.954,0.5238108552631578,6.0089999999999995,-21.414913957934992
2,창해에탄올,4650,16300.0,9190885.0,80.69,1.19,3.07,42.55,2126.0,78.0,1498.114255,0.7046633372530574,19.206593012820512,1.4747800223075969
3,윈하이텍,192390,4385.0,9863089.0,26.74,0.87,0.68,237.34,646.0,16.0,432.49645265,0.6694991527089783,27.031028290625,3.2535527299925207
4,아진엑스텍,59120,13200.0,6679623.0,64.71,2.65,1.51,733.6,176.0,10.0,881.710236,5.0097172500000005,88.1710236,4.095193942203678
5,콜마비앤에이치,200130,35500.0,29543558.0,35.29,8.25,0.37,268.76,2560.0,362.0,10487.96309,4.096860582031249,28.972273729281767,23.37772740153018
6,트루윈,105550,4520.0,10038714.0,-2.12,2.02,,61.52,332.0,149.0,453.7498728,1.3667164843373494,3.0453011597315434,-95.28301886792453
7,우성아이비,194610,1920.0,20720000.0,120.0,1.5,,63.01,336.0,12.0,397.824,1.184,33.152,1.25
8,텔루스,196450,765.0,84848915.0,-0.79,1.23,,89.5,397.0,225.0,649.09419975,1.634997984256927,2.88486311,-155.69620253164555
9,캐스텍코리아,71850,4110.0,12373089.0,6.85,0.46,3.16,70.61,2266.0,137.0,508.5339579,0.22441922237422773,3.7119267000000002,6.715328467153285
10,나노,187790,1220.0,39269856.0,-1.51,1.61,,46.86,482.0,142.0,479.0922432,0.9939673095435684,3.373889036619718,-106.6225165562914
11,케이사인,192250,1755.0,61476373.0,21.14,2.08,1.14,,321.0,54.0,1078.91034615,3.361091421028037,19.979821225,9.839167455061496
12,오이솔루션,138080,11900.0,7739532.0,12.82,1.42,0.82,124.01,797.0,47.0,921.004308,1.155588843161857,19.59583634042553,11.076443057722308
13,인터파크,108790,9200.0,33119780.0,129.58,1.85,1.09,91.42,4665.0,93.0,3047.01976,0.6531660793140408,32.76365333333334,1.42768945824973
14,한국정보인증,53300,7500.0,31165000.0,36.41,3.36,0.67,358.09,349.0,70.0,2337.375,6.697349570200573,33.39107142857143,9.228234001647898
15,솔루에타,154040,5650.0,11026516.0,-18.05,0.84,,129.97,1404.0,1.0,622.998154,0.4437308789173789,622.998154,-4.653739612188365
16,이지웰페어,90850,6520.0,9893000.0,-197.58,2.66,0.61,86.63,523.0,6.0,645.0236,1.233314722753346,107.50393333333334,-1.3462901103350542
17,SGA솔루션즈,184230,3115.0,31942497.0,29.67,2.15,,172.67,495.0,51.0,995.00878155,2.0101187506060607,19.50997610882353,7.246376811594201
18,기가레인,49080,3305.0,48600920.0,-12.15,2.11,,53.86,754.0,91.0,1606.260406,2.1303188408488065,17.651213252747255,-17.366255144032923
19,인트로메딕,150840,7700.0,7202178.0,-8.3,4.1,,179.64,84.0,36.0,554.567706,6.6019965,15.404658500000002,-49.39759036144578
20,알티캐스트,85810,4875.0,21223160.0,85.53,1.03,,71.57,654.0,16.0,1034.62905,1.5820016055045871,64.664315625,1.2042558166725126
21,현대공업,170030,3840.0,15340000.0,3.8,0.62,2.4,178.2,2132.0,182.0,589.056,0.2762926829268293,3.2365714285714287,16.315789473684212
22,엔브이에이치코리아,67570,3015.0,28722222.0,2.79,0.56,4.64,83.26,5697.0,215.0,865.9749933,0.1520054402843602,4.0277906665116285,20.07168458781362
23,디엠티,134580,4090.0,11250000.0,-6.97,1.06,1.59,249.84,774.0,73.0,460.125,0.5944767441860465,6.303082191780822,-15.208034433285512
24,큐브엔터,182360,1785.0,26573767.0,-9.06,2.75,,442.55,195.0,57.0,474.34174095,2.4325217484615385,8.321784928947368,-30.353200883002206
25,라이온켐텍,171120,13250.0,15386005.0,12.33,1.87,1.51,275.35,1207.0,187.0,2038.6456625,1.689018775890638,10.901848462566845,15.166261151662614
26,램테크놀러지,171010,3840.0,11382966.0,-13.43,2.56,,16.75,249.0,22.0,437.1058944,1.7554453590361445,19.868449745454544,-19.061801935964258
27,미동앤씨네마,161570,6740.0,13791786.0,-28.32,1.86,,,289.0,62.0,929.5663764,3.2164926519031143,14.993006070967741,-6.567796610169492
28,에이씨티,138360,3970.0,6115000.0,-42.69,1.91,1.51,103.26,251.0,26.0,242.7655,0.9671932270916335,9.337134615384615,-4.474115717966737
29,해성옵틱스,76610,4885.0,16675000.0,41.75,1.1,2.05,50.04,3672.0,16.0,814.57375,0.22183380991285404,50.910859375,2.634730538922156
30,내츄럴엔도텍,168330,21900.0,20231040.0,-32.35,8.94,,607.24,66.0,94.0,4430.59776,67.13026909090908,47.13401872340425,-27.635239567233384
31,테스나,131970,12700.0,6850000.0,117.59,1.45,,152.21,303.0,14.0,869.95,2.8711221122112214,62.13928571428572,1.2330980525554893
32,파수닷컴,150900,7080.0,8142695.0,-4.74,4.19,0.71,293.78,214.0,78.0,576.502806,2.6939383457943924,7.391061615384615,-88.39662447257385
33,엘티씨,170920,13800.0,7519943.0,-127.78,1.14,1.09,160.22,710.0,15.0,1037.752134,1.461622723943662,69.18347560000001,-0.8921583972452651
34,지엔씨에너지,119850,4120.0,16295828.0,10.02,1.09,1.48,166.76,1164.0,108.0,671.3881136,0.5767939120274914,6.216556607407408,10.878243512974054
35,아미코젠,92040,60000.0,9595755.0,348.84,6.81,0.17,102.29,690.0,42.0,5757.453,8.344134782608696,137.0822142857143,1.9521843825249396
36,GH신소재,130500,4490.0,11000000.0,14.87,1.19,1.74,168.24,550.0,23.0,493.9,0.8979999999999999,21.47391304347826,8.002689979825153
37,파이오링크,170790,5760.0,6856330.0,-22.24,1.04,1.04,522.8,358.0,7.0,394.924608,1.1031413631284916,56.41780114285714,-4.6762589928057565
38,KG ETS,151860,4485.0,36000000.0,32.74,1.16,2.23,80.12,954.0,114.0,1614.6,1.6924528301886792,14.163157894736841,3.54306658521686
39,나스미디어,89600,78700.0,8754691.0,55.7,7.02,0.5,133.63,699.0,154.0,6889.941817,9.856855246065809,44.73988192857143,12.6032315978456
40,엑세스바이오,950130,5660.0,27064930.0,514.55,2.67,,,325.0,7.0,1531.875038,4.713461655384615,218.83929114285712,0.5189000097172287
41,레고켐바이오,141080,59200.0,9954587.0,-37.92,9.8,,327.86,167.0,102.0,5893.115504,35.28811679041917,57.77564219607844,-25.843881856540087
42,인터불스,158310,7290.0,7018360.0,-4.68,2.07,,139.12,52.0,60.0,511.638444,9.839200846153846,8.5273074,-44.230769230769226
43,윈팩,97800,1045.0,34091218.0,-1.65,0.9,,12.38,347.0,96.0,356.2532281,1.0266663634005764,3.7109711260416667,-54.545454545454554
44,코렌텍,104540,14600.0,9937153.0,118.7,2.32,,301.67,360.0,16.0,1450.824338,4.030067605555555,90.676521125,1.9545071609098568
45,제로투세븐,159580,5050.0,12290000.0,-6.07,1.29,,78.99,2298.0,122.0,620.645,0.2700805047867711,5.087254098360655,-21.25205930807249
46,지디,155960,1740.0,18709617.0,-2.16,0.34,5.75,167.97,322.0,108.0,325.5473358,1.0110165708074534,3.014327183333333,-15.74074074074074
47,아이원스,114810,11450.0,13415919.0,43.21,1.43,,31.6,850.0,61.0,1536.1227255,1.807203206470588,25.18233976229508,3.3094191159453827
48,우리이앤엘,153490,956.0,49900000.0,-2.55,0.56,,116.73,1471.0,46.0,477.044,0.3242991162474507,10.370521739130435,-21.960784313725494
49,아이센스,99190,28300.0,13734238.0,22.11,2.59,0.35,196.64,1325.0,257.0,3886.789354,2.93342592754717,15.123693984435798,11.714156490275892
50,포티스,141020,1650.0,43559591.0,-1.56,6.2,,72.73,501.0,20.0,718.7332515,1.4345973083832337,35.936662575,-397.43589743589746
51,스킨앤스킨,159910,867.0,81850380.0,-5.74,1.65,,106.77,384.0,7.0,709.6427946,1.8480281109375,101.37754208571428,-28.745644599303134
52,SBI핀테크솔루션즈,950110,9310.0,24656540.0,51.15,6.44,1.09,121.54,857.0,58.0,2295.523874,2.6785576126021002,39.57799782758621,12.590420332355817
53,우리로,46970,3530.0,23312456.0,320.91,1.95,,106.48,422.0,20.0,822.9296968,1.950070371563981,41.14648484,0.6076470038328502
54,디젠스,113810,1615.0,21625452.0,15.38,1.06,1.55,73.7,1199.0,47.0,349.2510498,0.29128527923269387,7.430873399999999,6.8920676202860855
55,맥스로텍,141070,1680.0,24455065.0,-3.41,1.24,,50.62,401.0,35.0,410.845092,1.0245513516209477,11.7384312,-36.36363636363636
56,와이엠씨,155650,25800.0,9865093.0,27.74,4.84,0.77,128.69,1228.0,109.0,2545.193994,2.072633545602606,23.3504036146789,17.447728911319395
57,아바텍,149950,7660.0,15607500.0,14.84,0.95,2.61,792.31,789.0,107.0,1195.5345,1.5152528517110266,11.173219626168224,6.401617250673854
58,코이즈,121850,4485.0,10532840.0,29.31,1.46,1.23,72.59,314.0,8.0,472.397874,1.5044518280254777,59.04973425,4.981235073353804
59,모다,149940,8500.0,19086234.0,-283.33,3.52,,66.49,939.0,53.0,1622.32989,1.7277208626198082,30.6099979245283,-1.2423675572653796
60,나노스,151910,1910.0,490837980.0,2.09,32.37,,62.99,397.0,527.0,9375.005418,23.614623219143578,17.789384094876663,1548.8038277511962
61,엠씨넥스,97520,24300.0,8998218.0,-8.85,3.35,1.36,46.43,4125.0,239.0,2186.566974,0.5300768421818182,9.148815790794979,-37.85310734463277
62,네이블,153460,5540.0,6530014.0,197.86,1.07,,559.98,216.0,2.0,361.7627756,1.6748276648148148,180.8813878,0.5407864146366117
63,디지탈옵틱,106520,1780.0,34342127.0,-0.72,0.6,,38.96,637.0,228.0,611.2898606,0.9596387136577708,2.681095879824561,-83.33333333333334
64,피엔티,137400,15300.0,7933333.0,40.16,2.05,1.31,57.48,1085.0,75.0,1213.799949,1.1187096304147466,16.183999319999998,5.1045816733067735
65,비아트론,141000,20500.0,12114710.0,18.4,2.51,0.49,366.55,764.0,140.0,2483.51555,3.250674803664922,17.739396785714288,13.641304347826086
66,빛샘전자,72950,6060.0,6000000.0,12.57,0.69,1.65,348.65,586.0,28.0,363.6,0.6204778156996588,12.985714285714286,5.4892601431980905
67,사람인에이치알,143240,22500.0,11634263.0,25.11,3.36,0.53,324.86,737.0,134.0,2617.709175,3.551844199457259,19.535143097014924,13.381123058542412
68,뉴로스,126870,6700.0,16000939.0,87.01,1.83,,97.2,441.0,16.0,1072.062913,2.4309816621315194,67.0039320625,2.103206527985289
69,제룡산업,147830,9420.0,10000000.0,10.83,2.07,0.8,378.0,352.0,67.0,942.0,2.6761363636363638,14.059701492537313,19.113573407202214
70,남화토건,91590,5710.0,11740000.0,11.77,0.55,1.75,388.18,646.0,34.0,670.354,1.037699690402477,19.71629411764706,4.672897196261683
71,메지온,140410,43800.0,8342309.0,-27.51,6.11,,556.94,88.0,72.0,3653.931342,41.52194706818182,50.749046416666665,-22.210105416212286
72,원익머트리얼즈,104830,66300.0,6304000.0,26.51,1.93,,128.48,1750.0,234.0,4179.552,2.3883154285714285,17.86133333333333,7.280271595624292
73,디엔에이링크,127120,6670.0,10737800.0,-4.27,23.08,,282.97,115.0,63.0,716.21126,6.227924000000001,11.368432698412699,-540.5152224824355
74,나이스디앤비,130580,7670.0,15400000.0,20.96,3.5,0.77,463.9,340.0,65.0,1181.18,3.474058823529412,18.172,16.698473282442748
75,시큐브,131090,3000.0,34000000.0,73.17,4.51,0.31,334.83,213.0,22.0,1020.0,4.788732394366197,46.36363636363637,6.163728303949706
76,서암기계공업,100660,3260.0,12600000.0,44.05,0.74,1.53,470.91,318.0,,410.76,1.2916981132075471,,1.6799091940976163
77,씨유메디칼,115480,2970.0,15570124.0,-26.05,1.02,,138.31,546.0,5.0,462.4326828,0.8469463054945056,92.48653656,-3.9155470249520152
78,사파이어테크놀로지,123260,2000.0,20327769.0,-0.42,0.88,,28.11,140.0,290.0,406.55538,2.903967,1.401915103448276,-209.52380952380955
79,넥스트리밍,139670,3245.0,7016911.0,-4.33,1.18,,550.9,93.0,50.0,227.69876195,2.448373784408602,4.553975239,-27.25173210161663
80,비덴트,121800,17900.0,21178693.0,-11.29,6.05,,55.73,240.0,58.0,3790.986047,15.795775195833333,65.36182839655172,-53.58724534986714
81,에스에프씨,112240,2340.0,34251694.0,31.62,0.86,0.73,270.88,474.0,3.0,801.4896396,1.6909064126582278,267.16321320000003,2.719797596457938
82,신진에스엠,138070,8610.0,8972183.0,74.87,1.22,1.16,132.74,498.0,21.0,772.5049563,1.551214771686747,36.7859503,1.6294911179377587
83,이엠넷,123570,4455.0,11138039.0,21.84,1.26,0.45,229.21,273.0,33.0,496.19963745,1.8175810895604396,15.03635265,5.769230769230769
84,와이지엔터테인먼트,122870,29350.0,18185709.0,26.83,1.85,0.68,380.76,3218.0,319.0,5337.5055915,1.6586406437228092,16.73199244984326,6.895266492732017
85,쎄미시스코,136510,13550.0,5400000.0,42.21,2.39,0.22,230.01,125.0,10.0,731.7,5.8536,73.17,5.662165363657901
86,에이티세미콘,89530,532.0,64643777.0,-2.41,1.39,,18.61,893.0,80.0,343.90489364,0.3851118629787234,4.2988111705000005,-57.676348547717836
87,테크윙,89030,19250.0,18401365.0,22.86,3.18,1.14,84.52,1420.0,231.0,3542.2627625,2.494551241197183,15.334470833333333,13.910761154855644
88,씨큐브,101240,8280.0,8050441.0,12.92,1.28,1.45,108.09,379.0,57.0,666.5765148,1.7587770839050132,11.694324821052632,9.907120743034056
89,에스엠코어,7820,17400.0,20000000.0,-20.89,6.37,0.29,218.69,504.0,141.0,3480.0,6.904761904761905,24.680851063829788,-30.493058879846817
90,씨엔플러스,115530,3355.0,5894470.0,-1.32,1.38,,37.27,248.0,58.0,197.7594685,0.7974172116935484,3.4096460086206895,-104.54545454545455
91,테라세미콘,123100,28350.0,11303840.0,15.07,2.69,0.53,216.12,1724.0,259.0,3204.63864,1.8588391183294664,12.373122162162163,17.850033178500333
92,케이맥,43290,14000.0,6838015.0,9.85,1.64,,194.66,895.0,119.0,957.3221,1.0696336312849162,8.044723529411765,16.6497461928934
93,로보스타,90360,22200.0,7800000.0,25.69,3.96,0.22,103.0,1517.0,68.0,1731.6,1.1414634146341462,25.46470588235294,15.414558193849745
94,대한과학,131220,5350.0,7156281.0,20.98,1.64,0.75,97.96,461.0,16.0,382.8610335,0.8305011572668113,23.92881459375,7.816968541468064
95,피앤이솔루션,131390,10450.0,14280000.0,30.83,3.22,,72.91,468.0,40.0,1492.26,3.1885897435897435,37.3065,10.444372364579955
96,아이디스,143160,7620.0,10716390.0,-20.43,0.56,2.62,789.4,1295.0,12.0,816.588918,0.630570593050193,68.0490765,-2.7410670582476753
97,화진,134780,4960.0,24039448.0,11.7,1.34,1.81,185.48,1133.0,78.0,1192.3566208,1.0523888974404236,15.286623343589744,11.452991452991453
98,제이씨케미칼,137950,4220.0,19343000.0,6.53,1.18,2.37,39.37,1548.0,164.0,816.2746,0.527309173126615,4.977284146341463,18.07044410413476
99,아이씨디,40910,13150.0,16646497.0,20.91,1.87,0.76,151.73,2309.0,161.0,2189.0143555,0.9480356671719359,13.596362456521739,8.94308943089431
100,제닉,123330,12750.0,6930000.0,72.86,1.41,,175.65,897.0,54.0,883.575,0.9850334448160536,16.3625,1.9352182267362061
101,아이지스시스템,139050,4980.0,24160716.0,-31.72,3.23,,150.02,375.0,9.0,1203.2036568,3.2085430848,133.6892952,-10.182849936948298
102,상아프론테크,89980,15250.0,14263536.0,36.75,2.04,0.92,78.21,1563.0,91.0,2175.18924,1.3916757773512476,23.903178461538463,5.551020408163265
103,나이벡,138610,11400.0,6010469.0,-19.72,6.29,,151.06,48.0,25.0,685.193466,14.274863875,27.407738639999998,-31.896551724137932
104,옵티시스,109080,6600.0,5636000.0,15.94,1.02,0.76,388.46,171.0,21.0,371.976,2.175298245614035,17.713142857142856,6.398996235884567
105,대양전기공업,108380,13250.0,9567333.0,7.74,0.73,,233.08,1749.0,183.0,1267.6716225,0.7247979545454546,6.9271673360655734,9.431524547803617
106,서연탑메탈,19770,3435.0,11650000.0,-52.05,0.53,1.16,126.77,2058.0,58.0,400.1775,0.1944497084548105,6.899612068965517,-1.0182516810758886
107,넥스트아이,137940,3010.0,68480595.0,70.0,2.89,0.5,509.08,394.0,37.0,2061.2659095,5.231639364213198,55.70988944594594,4.128571428571429
108,리켐,131100,1120.0,19072296.0,-0.44,1.61,,11.0,355.0,91.0,213.6097152,0.6017175076056338,2.3473595076923077,-365.90909090909093
